source_run_mode,capture_source,evaluation_split,layer,projection,score_method,shortlist_size,relationship,token_gap,n,p10_support_jaccard,median_support_jaccard,p10_importance_weighted_overlap,median_importance_weighted_overlap
pilot,exact_checkpoint,validation,4,up,future_proxy_weighted,384,adjacent_token_same_sequence,1,12,0.12858744102390324,0.1725874125874126,0.10456267330494158,0.14389350188369476
pilot,exact_checkpoint,validation,4,up,future_proxy_weighted,512,adjacent_token_same_sequence,1,12,0.16497387669801464,0.20047553274097896,0.12198229902670335,0.15463257413669548
pilot,exact_checkpoint,validation,4,up,future_proxy_weighted,768,adjacent_token_same_sequence,1,12,0.2503071204071539,0.2832160804020101,0.15358665898619195,0.1826962521052285
pilot,exact_checkpoint,validation,4,up,future_proxy_weighted,1024,adjacent_token_same_sequence,1,12,0.346837615505533,0.37685168111131595,0.17583800856658122,0.20422132307556415
pilot,exact_checkpoint,validation,20,gate,abs_activation,64,adjacent_token_same_sequence,1,11,0.16363636363636364,0.24271844660194175,0.20971291866028707,0.2853371242891958
pilot,exact_checkpoint,validation,20,gate,abs_activation,128,adjacent_token_same_sequence,1,11,0.14285714285714285,0.2132701421800948,0.1706094563100597,0.2498161940990314
pilot,exact_checkpoint,validation,20,gate,abs_activation,256,adjacent_token_same_sequence,1,11,0.16099773242630386,0.24271844660194175,0.16619417002921943,0.2545446596423731
pilot,exact_checkpoint,validation,20,gate,abs_activation,384,adjacent_token_same_sequence,1,11,0.18335901386748846,0.2736318407960199,0.18135949916682712,0.2753310972942159
pilot,exact_checkpoint,validation,20,gate,abs_activation,512,adjacent_token_same_sequence,1,11,0.2089728453364817,0.2816020025031289,0.199463392096723,0.28074534839904103
pilot,exact_checkpoint,validation,20,gate,abs_activation,768,adjacent_token_same_sequence,1,11,0.2940185341196293,0.36049601417183347,0.2549858130954647,0.33307547431042855
pilot,exact_checkpoint,validation,20,gate,abs_activation,1024,adjacent_token_same_sequence,1,11,0.38191632928475033,0.44123856439127374,0.3084875831897981,0.3859091825002667
pilot,exact_checkpoint,validation,20,gate,activation_weighted_delta_norm,64,adjacent_token_same_sequence,1,11,0.16363636363636364,0.23076923076923078,0.24041387381670548,0.34564910141262595
pilot,exact_checkpoint,validation,20,gate,activation_weighted_delta_norm,128,adjacent_token_same_sequence,1,11,0.1277533039647577,0.20754716981132076,0.2206669255729735,0.2980500063944511
pilot,exact_checkpoint,validation,20,gate,activation_weighted_delta_norm,256,adjacent_token_same_sequence,1,11,0.15315315315315314,0.2278177458033573,0.19636708062623495,0.2824615589358735
pilot,exact_checkpoint,validation,20,gate,activation_weighted_delta_norm,384,adjacent_token_same_sequence,1,11,0.17972350230414746,0.2694214876033058,0.1978071299748802,0.28094911430926184
pilot,exact_checkpoint,validation,20,gate,activation_weighted_delta_norm,512,adjacent_token_same_sequence,1,11,0.2118343195266272,0.2848180677540778,0.2012152014417932,0.2881011000975321
pilot,exact_checkpoint,validation,20,gate,activation_weighted_delta_norm,768,adjacent_token_same_sequence,1,11,0.29184188393608074,0.3665480427046263,0.22770276727394606,0.31493307216501093
pilot,exact_checkpoint,validation,20,gate,activation_weighted_delta_norm,1024,adjacent_token_same_sequence,1,11,0.37912457912457914,0.44022503516174405,0.2509266411339245,0.33900412544970804
pilot,exact_checkpoint,validation,20,gate,exact_marginal_fixed_greedy,256,adjacent_token_same_sequence,1,11,0.21205357142857142,0.24787685774946921,0.13280813283197346,0.16427441373332546
pilot,exact_checkpoint,validation,20,gate,future_proxy_weighted,64,adjacent_token_same_sequence,1,11,0.12280701754385964,0.21904761904761905,0.18011502825650957,0.2936713194532182
pilot,exact_checkpoint,validation,20,gate,future_proxy_weighted,128,adjacent_token_same_sequence,1,11,0.13274336283185842,0.19069767441860466,0.17816507997862224,0.24291044812122722
pilot,exact_checkpoint,validation,20,gate,future_proxy_weighted,256,adjacent_token_same_sequence,1,11,0.14285714285714285,0.2278177458033573,0.1649828528850409,0.24864342496329409
pilot,exact_checkpoint,validation,20,gate,future_proxy_weighted,384,adjacent_token_same_sequence,1,11,0.1689497716894977,0.2528548123980424,0.1711911837635986,0.2561200683195271
pilot,exact_checkpoint,validation,20,gate,future_proxy_weighted,512,adjacent_token_same_sequence,1,11,0.20187793427230047,0.29292929292929293,0.18057536235313879,0.26405789649286066
pilot,exact_checkpoint,validation,20,gate,future_proxy_weighted,768,adjacent_token_same_sequence,1,11,0.2832080200501253,0.3641207815275311,0.2087734087515413,0.2856857751750538
pilot,exact_checkpoint,validation,20,gate,future_proxy_weighted,1024,adjacent_token_same_sequence,1,11,0.3828494260634706,0.43216783216783217,0.23395222502322416,0.3031185854620929
pilot,exact_checkpoint,validation,20,gate_up,abs_activation,64,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,20,gate_up,abs_activation,128,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,20,gate_up,abs_activation,256,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,20,gate_up,abs_activation,384,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,20,gate_up,abs_activation,512,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,20,gate_up,abs_activation,768,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,20,gate_up,abs_activation,1024,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,20,gate_up,activation_weighted_delta_norm,64,same_invocation_gate_up,0,16,0.7297297297297297,0.7902973395931143,0.4902750122383816,0.5107699132006298
pilot,exact_checkpoint,validation,20,gate_up,activation_weighted_delta_norm,128,same_invocation_gate_up,0,16,0.7965133458091205,0.8156028368794326,0.5437801732210554,0.5711374639273401
pilot,exact_checkpoint,validation,20,gate_up,activation_weighted_delta_norm,256,same_invocation_gate_up,0,16,0.8686131386861314,0.8823529411764706,0.5987766038957535,0.6153110577231551
pilot,exact_checkpoint,validation,20,gate_up,activation_weighted_delta_norm,384,same_invocation_gate_up,0,16,0.8893017513707169,0.9152119700748129,0.6237287108337557,0.6411154260103596
pilot,exact_checkpoint,validation,20,gate_up,activation_weighted_delta_norm,512,same_invocation_gate_up,0,16,0.9104477611940298,0.9266244707814735,0.6417390763648714,0.6561000609748971
pilot,exact_checkpoint,validation,20,gate_up,activation_weighted_delta_norm,768,same_invocation_gate_up,0,16,0.9467680608365019,0.951715374841169,0.6619251187724109,0.6740263620933992
pilot,exact_checkpoint,validation,20,gate_up,activation_weighted_delta_norm,1024,same_invocation_gate_up,0,16,0.9598104070972799,0.9663950763421412,0.6713242108326999,0.6830948454801319
pilot,exact_checkpoint,validation,20,gate_up,exact_marginal_fixed_greedy,256,same_invocation_gate_up,0,16,0.1991041392884278,0.21016083813876857,0.12149797483588573,0.13317973042135212
pilot,exact_checkpoint,validation,20,gate_up,future_proxy_weighted,64,same_invocation_gate_up,0,16,0.37650323774283073,0.45454545454545453,0.35489503682000195,0.4239989485460858
pilot,exact_checkpoint,validation,20,gate_up,future_proxy_weighted,128,same_invocation_gate_up,0,16,0.4463276836158192,0.5283718277730254,0.3970958468833632,0.46012547246803115
pilot,exact_checkpoint,validation,20,gate_up,future_proxy_weighted,256,same_invocation_gate_up,0,16,0.5637998246693898,0.6151419558359621,0.48516847251424405,0.5229531992135402
pilot,exact_checkpoint,validation,20,gate_up,future_proxy_weighted,384,same_invocation_gate_up,0,16,0.6516129032258065,0.6805251641137856,0.5378519938036304,0.5568526169389594
pilot,exact_checkpoint,validation,20,gate_up,future_proxy_weighted,512,same_invocation_gate_up,0,16,0.708091263216472,0.7385398981324278,0.5674628696449935,0.5888928860471772
pilot,exact_checkpoint,validation,20,gate_up,future_proxy_weighted,768,same_invocation_gate_up,0,16,0.793345619908614,0.8081230513406776,0.609107795661389,0.6380099254127316
pilot,exact_checkpoint,validation,20,gate_up,future_proxy_weighted,1024,same_invocation_gate_up,0,16,0.85675430643699,0.8618181818181818,0.6323050645438493,0.6593148821948474
pilot,exact_checkpoint,validation,20,up,abs_activation,64,adjacent_token_same_sequence,1,11,0.16363636363636364,0.24271844660194175,0.20971291866028707,0.2853371242891958
pilot,exact_checkpoint,validation,20,up,abs_activation,128,adjacent_token_same_sequence,1,11,0.14285714285714285,0.2132701421800948,0.1706094563100597,0.2498161940990314
pilot,exact_checkpoint,validation,20,up,abs_activation,256,adjacent_token_same_sequence,1,11,0.16099773242630386,0.24271844660194175,0.16619417002921943,0.2545446596423731
pilot,exact_checkpoint,validation,20,up,abs_activation,384,adjacent_token_same_sequence,1,11,0.18335901386748846,0.2736318407960199,0.18135949916682712,0.2753310972942159
pilot,exact_checkpoint,validation,20,up,abs_activation,512,adjacent_token_same_sequence,1,11,0.2089728453364817,0.2816020025031289,0.199463392096723,0.28074534839904103
pilot,exact_checkpoint,validation,20,up,abs_activation,768,adjacent_token_same_sequence,1,11,0.2940185341196293,0.36049601417183347,0.2549858130954647,0.33307547431042855
pilot,exact_checkpoint,validation,20,up,abs_activation,1024,adjacent_token_same_sequence,1,11,0.38191632928475033,0.44123856439127374,0.3084875831897981,0.3859091825002667
pilot,exact_checkpoint,validation,20,up,activation_weighted_delta_norm,64,adjacent_token_same_sequence,1,11,0.12280701754385964,0.21904761904761905,0.18397874008587245,0.26672040677879444
pilot,exact_checkpoint,validation,20,up,activation_weighted_delta_norm,128,adjacent_token_same_sequence,1,11,0.1277533039647577,0.19626168224299065,0.16313888221429373,0.23007444939821395
pilot,exact_checkpoint,validation,20,up,activation_weighted_delta_norm,256,adjacent_token_same_sequence,1,11,0.14541387024608501,0.2278177458033573,0.1451210703116425,0.24314888815540148
pilot,exact_checkpoint,validation,20,up,activation_weighted_delta_norm,384,adjacent_token_same_sequence,1,11,0.17972350230414746,0.2631578947368421,0.1628968108023786,0.25630289585264304
pilot,exact_checkpoint,validation,20,up,activation_weighted_delta_norm,512,adjacent_token_same_sequence,1,11,0.20046893317702227,0.27680798004987534,0.17377142712665136,0.26174400852461266
pilot,exact_checkpoint,validation,20,up,activation_weighted_delta_norm,768,adjacent_token_same_sequence,1,11,0.28967254408060455,0.35929203539823007,0.20935844470491835,0.29908069067001775
pilot,exact_checkpoint,validation,20,up,activation_weighted_delta_norm,1024,adjacent_token_same_sequence,1,11,0.3763440860215054,0.4392129304286718,0.23597543710673338,0.3263670631716038
pilot,exact_checkpoint,validation,20,up,exact_marginal_fixed_greedy,256,adjacent_token_same_sequence,1,11,0.18789653489507077,0.24147727272727273,0.1076679422491688,0.17164370726170294
pilot,exact_checkpoint,validation,20,up,future_proxy_weighted,64,adjacent_token_same_sequence,1,11,0.12280701754385964,0.20754716981132076,0.14320417831841872,0.22541002279130598
pilot,exact_checkpoint,validation,20,up,future_proxy_weighted,128,adjacent_token_same_sequence,1,11,0.1277533039647577,0.20754716981132076,0.1370215699124564,0.22461616283715632
pilot,exact_checkpoint,validation,20,up,future_proxy_weighted,256,adjacent_token_same_sequence,1,11,0.1352549889135255,0.2132701421800948,0.13798561422703706,0.2316443457272134
pilot,exact_checkpoint,validation,20,up,future_proxy_weighted,384,adjacent_token_same_sequence,1,11,0.18701700154559506,0.24878048780487805,0.16449144040781757,0.24182820893955279
pilot,exact_checkpoint,validation,20,up,future_proxy_weighted,512,adjacent_token_same_sequence,1,11,0.20754716981132076,0.28,0.17902180744397825,0.25854027766159104
pilot,exact_checkpoint,validation,20,up,future_proxy_weighted,768,adjacent_token_same_sequence,1,11,0.2832080200501253,0.36049601417183347,0.20663164257937172,0.285789462106952
pilot,exact_checkpoint,validation,20,up,future_proxy_weighted,1024,adjacent_token_same_sequence,1,11,0.3865944482058226,0.44326990838618746,0.23548921367083928,0.3050680770929148
pilot,exact_checkpoint,validation,39,gate,abs_activation,64,adjacent_token_same_sequence,1,11,0.13274336283185842,0.21904761904761905,0.16049429948733646,0.28737977266103176
pilot,exact_checkpoint,validation,39,gate,abs_activation,128,adjacent_token_same_sequence,1,11,0.12280701754385964,0.1689497716894977,0.13707758210376011,0.2174293361185456
pilot,exact_checkpoint,validation,39,gate,abs_activation,256,adjacent_token_same_sequence,1,11,0.1277533039647577,0.16363636363636364,0.13752369943826165,0.19954406796339424
pilot,exact_checkpoint,validation,39,gate,abs_activation,384,adjacent_token_same_sequence,1,11,0.1411589895988113,0.18518518518518517,0.1527643591441505,0.2063700739893938
pilot,exact_checkpoint,validation,39,gate,abs_activation,512,adjacent_token_same_sequence,1,11,0.18518518518518517,0.21904761904761905,0.1825803296236827,0.22562407116242003
pilot,exact_checkpoint,validation,39,gate,abs_activation,768,adjacent_token_same_sequence,1,11,0.250814332247557,0.2972972972972973,0.22436720281879843,0.27195416270302647
pilot,exact_checkpoint,validation,39,gate,abs_activation,1024,adjacent_token_same_sequence,1,11,0.35181518151815183,0.374496644295302,0.2827226133856252,0.31568003602580547
pilot,exact_checkpoint,validation,39,gate,activation_weighted_delta_norm,64,adjacent_token_same_sequence,1,11,0.13274336283185842,0.19626168224299065,0.19479396592197135,0.3272021178629483
pilot,exact_checkpoint,validation,39,gate,activation_weighted_delta_norm,128,adjacent_token_same_sequence,1,11,0.11790393013100436,0.1743119266055046,0.17241741810989683,0.2997568032764836
pilot,exact_checkpoint,validation,39,gate,activation_weighted_delta_norm,256,adjacent_token_same_sequence,1,11,0.11790393013100436,0.17162471395881007,0.16107472055676744,0.27263753104732963
pilot,exact_checkpoint,validation,39,gate,activation_weighted_delta_norm,384,adjacent_token_same_sequence,1,11,0.15315315315315314,0.1743119266055046,0.17503292562598952,0.2602060087549871
pilot,exact_checkpoint,validation,39,gate,activation_weighted_delta_norm,512,adjacent_token_same_sequence,1,11,0.18793503480278423,0.20754716981132076,0.18649075619673414,0.2655164493012306
pilot,exact_checkpoint,validation,39,gate,activation_weighted_delta_norm,768,adjacent_token_same_sequence,1,11,0.2569558101472995,0.29292929292929293,0.215382797691069,0.28621930886837504
pilot,exact_checkpoint,validation,39,gate,activation_weighted_delta_norm,1024,adjacent_token_same_sequence,1,11,0.3527080581241744,0.3781965006729475,0.23815445855260006,0.3042839458182906
pilot,exact_checkpoint,validation,39,gate,exact_marginal_fixed_greedy,256,adjacent_token_same_sequence,1,11,0.20084072863148061,0.22216844143272024,0.10991634002195248,0.18117687578021183
pilot,exact_checkpoint,validation,39,gate,future_proxy_weighted,64,adjacent_token_same_sequence,1,11,0.09401709401709402,0.1743119266055046,0.11185035114971077,0.25896151789379873
pilot,exact_checkpoint,validation,39,gate,future_proxy_weighted,128,adjacent_token_same_sequence,1,11,0.09871244635193133,0.15315315315315314,0.1106512774002795,0.22969526788424913
pilot,exact_checkpoint,validation,39,gate,future_proxy_weighted,256,adjacent_token_same_sequence,1,11,0.1352549889135255,0.16099773242630386,0.12050381801521924,0.21590964063970872
pilot,exact_checkpoint,validation,39,gate,future_proxy_weighted,384,adjacent_token_same_sequence,1,11,0.1548872180451128,0.19440124416796267,0.13752075105591174,0.21914566289536008
pilot,exact_checkpoint,validation,39,gate,future_proxy_weighted,512,adjacent_token_same_sequence,1,11,0.17972350230414746,0.2161520190023753,0.14639865511473893,0.22223922700853616
pilot,exact_checkpoint,validation,39,gate,future_proxy_weighted,768,adjacent_token_same_sequence,1,11,0.25387755102040815,0.27257663628831813,0.1755105757123153,0.23327698077828454
pilot,exact_checkpoint,validation,39,gate,future_proxy_weighted,1024,adjacent_token_same_sequence,1,11,0.3544973544973545,0.3837837837837838,0.1982061811927712,0.2535619546878662
pilot,exact_checkpoint,validation,39,gate_up,abs_activation,64,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,39,gate_up,abs_activation,128,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,39,gate_up,abs_activation,256,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,39,gate_up,abs_activation,384,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,39,gate_up,abs_activation,512,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,39,gate_up,abs_activation,768,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,39,gate_up,abs_activation,1024,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,39,gate_up,activation_weighted_delta_norm,64,same_invocation_gate_up,0,16,0.8028169014084507,0.8687127024722933,0.7019490663852206,0.7222501399706389
pilot,exact_checkpoint,validation,39,gate_up,activation_weighted_delta_norm,128,same_invocation_gate_up,0,16,0.841726618705036,0.8823529411764706,0.7101916069530179,0.7337111614036427
pilot,exact_checkpoint,validation,39,gate_up,activation_weighted_delta_norm,256,same_invocation_gate_up,0,16,0.892797594642613,0.9104477611940298,0.7372436779443929,0.744169673883753
pilot,exact_checkpoint,validation,39,gate_up,activation_weighted_delta_norm,384,same_invocation_gate_up,0,16,0.9152119700748129,0.9345088161209067,0.7451397367732747,0.7517252133464245
pilot,exact_checkpoint,validation,39,gate_up,activation_weighted_delta_norm,512,same_invocation_gate_up,0,16,0.9357277882797732,0.9467680608365019,0.7536548204125317,0.7586548172057537
pilot,exact_checkpoint,validation,39,gate_up,activation_weighted_delta_norm,768,same_invocation_gate_up,0,16,0.950476976760686,0.9616858237547893,0.7632266614104485,0.7662332914927423
pilot,exact_checkpoint,validation,39,gate_up,activation_weighted_delta_norm,1024,same_invocation_gate_up,0,16,0.9663950763421412,0.9720755654707265,0.7680878507354221,0.7705911846940925
pilot,exact_checkpoint,validation,39,gate_up,exact_marginal_fixed_greedy,256,same_invocation_gate_up,0,16,0.19813896329027114,0.21453390503947548,0.15421452756388696,0.17541202014574198
pilot,exact_checkpoint,validation,39,gate_up,future_proxy_weighted,64,same_invocation_gate_up,0,16,0.3618562535370685,0.45454545454545453,0.21367708760665322,0.4531998904235127
pilot,exact_checkpoint,validation,39,gate_up,future_proxy_weighted,128,same_invocation_gate_up,0,16,0.4144078144078144,0.4797687861271676,0.25654374758825915,0.45139246816011613
pilot,exact_checkpoint,validation,39,gate_up,future_proxy_weighted,256,same_invocation_gate_up,0,16,0.4780058651026393,0.5515151515151515,0.29508373037683644,0.4924073210151909
pilot,exact_checkpoint,validation,39,gate_up,future_proxy_weighted,384,same_invocation_gate_up,0,16,0.530755181450012,0.6271186440677966,0.32686979911010994,0.5186392407860734
pilot,exact_checkpoint,validation,39,gate_up,future_proxy_weighted,512,same_invocation_gate_up,0,16,0.5869622629731533,0.673202614379085,0.3460059249755315,0.5449773636934268
pilot,exact_checkpoint,validation,39,gate_up,future_proxy_weighted,768,same_invocation_gate_up,0,16,0.7075963580171427,0.7685670801228172,0.3838323926798186,0.5823238696651332
pilot,exact_checkpoint,validation,39,gate_up,future_proxy_weighted,1024,same_invocation_gate_up,0,16,0.7845137472068395,0.8408992482563814,0.4071668796858593,0.6082068447610254
pilot,exact_checkpoint,validation,39,up,abs_activation,64,adjacent_token_same_sequence,1,11,0.13274336283185842,0.21904761904761905,0.16049429948733646,0.28737977266103176
pilot,exact_checkpoint,validation,39,up,abs_activation,128,adjacent_token_same_sequence,1,11,0.12280701754385964,0.1689497716894977,0.13707758210376011,0.2174293361185456
pilot,exact_checkpoint,validation,39,up,abs_activation,256,adjacent_token_same_sequence,1,11,0.1277533039647577,0.16363636363636364,0.13752369943826165,0.19954406796339424
pilot,exact_checkpoint,validation,39,up,abs_activation,384,adjacent_token_same_sequence,1,11,0.1411589895988113,0.18518518518518517,0.1527643591441505,0.2063700739893938
pilot,exact_checkpoint,validation,39,up,abs_activation,512,adjacent_token_same_sequence,1,11,0.18518518518518517,0.21904761904761905,0.1825803296236827,0.22562407116242003
pilot,exact_checkpoint,validation,39,up,abs_activation,768,adjacent_token_same_sequence,1,11,0.250814332247557,0.2972972972972973,0.22436720281879843,0.27195416270302647
pilot,exact_checkpoint,validation,39,up,abs_activation,1024,adjacent_token_same_sequence,1,11,0.35181518151815183,0.374496644295302,0.2827226133856252,0.31568003602580547
pilot,exact_checkpoint,validation,39,up,activation_weighted_delta_norm,64,adjacent_token_same_sequence,1,11,0.13274336283185842,0.23076923076923078,0.1873096832990099,0.32102164466044586
pilot,exact_checkpoint,validation,39,up,activation_weighted_delta_norm,128,adjacent_token_same_sequence,1,11,0.11790393013100436,0.16363636363636364,0.16726465778787336,0.29695313569721243
pilot,exact_checkpoint,validation,39,up,activation_weighted_delta_norm,256,adjacent_token_same_sequence,1,11,0.12035010940919037,0.16363636363636364,0.15809393693044146,0.2676965534179375
pilot,exact_checkpoint,validation,39,up,activation_weighted_delta_norm,384,adjacent_token_same_sequence,1,11,0.14626865671641792,0.18335901386748846,0.16910412149657553,0.2621189722772582
pilot,exact_checkpoint,validation,39,up,activation_weighted_delta_norm,512,adjacent_token_same_sequence,1,11,0.18108419838523646,0.2132701421800948,0.1808348257156409,0.2662817965595395
pilot,exact_checkpoint,validation,39,up,activation_weighted_delta_norm,768,adjacent_token_same_sequence,1,11,0.25387755102040815,0.29839391377852914,0.21226519836244417,0.28614355743770714
pilot,exact_checkpoint,validation,39,up,activation_weighted_delta_norm,1024,adjacent_token_same_sequence,1,11,0.35181518151815183,0.38191632928475033,0.23645130426039648,0.3037039020890053
pilot,exact_checkpoint,validation,39,up,exact_marginal_fixed_greedy,256,adjacent_token_same_sequence,1,11,0.17577068685776095,0.20689655172413793,0.1069225864989288,0.16387527479990613
pilot,exact_checkpoint,validation,39,up,future_proxy_weighted,64,adjacent_token_same_sequence,1,11,0.13274336283185842,0.1743119266055046,0.0892171399272203,0.24310067689598144
pilot,exact_checkpoint,validation,39,up,future_proxy_weighted,128,adjacent_token_same_sequence,1,11,0.11304347826086956,0.1689497716894977,0.08622231390588814,0.2227775376450188
pilot,exact_checkpoint,validation,39,up,future_proxy_weighted,256,adjacent_token_same_sequence,1,11,0.10583153347732181,0.19347319347319347,0.08837490754320144,0.2150751213270733
pilot,exact_checkpoint,validation,39,up,future_proxy_weighted,384,adjacent_token_same_sequence,1,11,0.14456035767511177,0.20565149136577707,0.10002343242659081,0.2136131287665629
pilot,exact_checkpoint,validation,39,up,future_proxy_weighted,512,adjacent_token_same_sequence,1,11,0.186558516801854,0.22634730538922157,0.1137262146154693,0.21817307906728922
pilot,exact_checkpoint,validation,39,up,future_proxy_weighted,768,adjacent_token_same_sequence,1,11,0.2569558101472995,0.28967254408060455,0.13234369708085789,0.23064117687998256
pilot,exact_checkpoint,validation,39,up,future_proxy_weighted,1024,adjacent_token_same_sequence,1,11,0.35899137358991373,0.3865944482058226,0.14817286816716163,0.24923860316187008
